ï»¿College_id,College_name,survey_year,faculty_name,department_name,levell,programme_id,programme,discipline_group_id,discipline_group,discipline,type,year,id,total_general_total,total_general_females,total_sc_total,total_sc_females,total_st_total,total_st_females,total_obc_total,total_obc_females,total_total_persons,total_total_females,total_remarks_id,pwd_general_total,pwd_general_females,pwd_sc_total,pwd_sc_females,pwd_st_total,pwd_st_females,pwd_obc_total,pwd_obc_females,pwd_total_persons,pwd_total_females,pwd_remarks_id,muslim_minority_general_total,muslim_minority_general_females,muslim_minority_sc_total,muslim_minority_sc_females,muslim_minority_st_total,muslim_minority_st_females,muslim_minority_obc_total,muslim_minority_obc_females,muslim_minority_total_persons,muslim_minority_total_females,muslim_minority_remarks_id,other_minority_general_total,other_minority_general_females,other_minority_sc_total,other_minority_sc_females,other_minority_st_total,other_minority_st_females,other_minority_obc_total,other_minority_obc_females,other_minority_total_persons,other_minority_total_females,other_minority_remarks_id,passion_interest
19059,Raja Narendra Lal Khan Women's College,2015,,,Under Graduate,176,B.A.(Hons)-Bachelor of Arts (Honors),31,English,English,General,3,4383127,42.0,42.0,13.0,13.0,4.0,4.0,8.0,8.0,67,67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature and language
* History
* Philosophy
* Political science
* Sociology
* Economics
* Psychology
* Geography
* Anthropology
* Archaeology
* Art history
* Music history
* Theater history"
7083,Srikrishna College,2015,,,Under Graduate,176,B.A.(Hons)-Bachelor of Arts (Honors),111,History,HISTORY,General,2,4383658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in literature, language, history, or culture
* Passion for writing, research, or analysis
* Desire to develop critical thinking and communication skills
* Aspiration for a career in academia, journalism, or other humanities-related fields
* Appreciation for the beauty and complexity of human expression
* Curiosity about different perspectives and cultures
* Love of learning and intellectual challenges
* Desire for a well-rounded education that emphasizes the liberal arts
* Interests in philosophy, art, music, or social sciences
* Passion for exploring human creativity and imagination"
6203,Bengal College of Engineering and Technology for Women 260,2015,,,Under Graduate,36,B.Tech.-Bachelor of Technology,19,Electrical Engineering,Electrical & Electronics Engineering,General,1,4383701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in science and technology
* Passion for problem-solving and innovation
* Desire to create and develop new technologies
* Aptitude for mathematics and logical reasoning
* Enthusiasm for learning about various engineering disciplines
* Aspiration to pursue a career in the technology industry
* Interest in applying engineering principles to real-world problems
* Passion for designing and building complex systems
* Desire to make a positive impact on society through technology
* Ambition to lead and manage teams in the field of engineering
* Interest in staying at the forefront of technological advancements"
50346,"SHREE SAHJANAND ARTS AND COMMERCE COLLEGE, DAMNAGAR",2015,,,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,COMM.,Self Financing,2,4383717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in business and economics
* Passion for numbers and finance
* Desire to understand the financial operations of organizations
* Ambitions to pursue careers in accounting, finance, or management
* Interest in the legal aspects of business
* Aspiration to start a business or work in the corporate world
* Desire to develop analytical and problem-solving skills
* Passion for using technology in business applications
* Interest in global business and international trade
* Ambition to become a certified public accountant (CPA) or chartered financial analyst (CFA)"
12879,K.S.M. College,2015,,,Under Graduate,176,B.A.(Hons)-Bachelor of Arts (Honors),46,Sanskrit,Sanskrit,General,3,4384865,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,0,0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,"* Literature
* History
* Philosophy
* Sociology
* Political Science
* Psychology
* Economics
* Anthropology
* Geography
* Environmental Studies
* Gender Studies
* Cultural Studies
* Linguistics
* Creative Writing
* Art History
* Music
* Theatre
* Dance
* Foreign Languages
* Classics
* Comparative Religion"
11937,Maheshtala College,2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,JOURNALISM,General,3,4385009,10.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,11,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature and language
* History
* Philosophy
* Social sciences
* Humanities
* Arts and culture
* Communication
* Education
* Psychology
* Sociology
* Economics
* Political science
* International relations
* Environmental studies
* Women's and gender studies
* African American studies
* Chicano studies
* Asian American studies
* Native American studies
* Disability studies
* Queer studies"
49597,"L J SCHOOL OF ARCHITECTURE, OPP DIVYABHASKAR PRESS, S G HIGHWAY-354",2015,,,Under Graduate,9,B.Architecture-Bachelor of Architecture,14,Architecture,Architecture,Self Financing,1,4386222,65.0,36.0,2.0,2.0,0.0,0.0,11.0,6.0,78,44,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,,"* Passion for design and aesthetics
* Interest in urban planning and development
* Ability to visualize and create spatial concepts
* Strong drawing and sketching skills
* Understanding of building materials and construction methods
* Appreciation for history and culture
* Desire to contribute to the built environment
* Problem-solving and critical thinking abilities
* Curiosity about the world and its inhabitants
* Commitment to creating sustainable and livable spaces"
17046,"St. Antony's College for Arts and Science for Women,Thamaraipadi",2015,,Computer Science,Under Graduate,46,B.C.A.-Bachelor of Computer Applications,183,Computer Application,Science,Self Financing,2,4386576,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,28,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,"* Aptitude for Mathematics
* Interest in Computer Science
* Analytical Thinking
* Problem-Solving Abilities
* Desire to Build Software Applications
* Enthusiasm for Emerging Technologies
* Curiosity about the Digital World
* Passion for Innovation
* Interest in Database Management
* Desire to Develop Web Applications"
42855,"Gopikabai Sitaram Gawande College, Umarkhed",2015,,,Under Graduate,43,B.B.A.-Bachelor of Business Administration,133,Business Administration,commerce,General,3,4386679,,,,,,,,,0,0,1.0,,,,,,,,,0,0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,"* Finance and accounting
* Marketing and sales
* Human resources
* Operations management
* Business analytics
* Entrepreneurship
* Consulting
* International business
* Sustainable business practices
* Technology and innovation"
828,S.M.JADEJA ARTS & COMMERCE COLLEGE-KUTIYANA (PORBANDAR),2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,General,2,4387850,21.0,15.0,77.0,32.0,7.0,1.0,277.0,115.0,382,163,,,,,,,,,,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* History
* Literature
* Philosophy
* languages
* art history
* music
* theater
* writing
* communication
* foreign affairs
* international relations
* social studies
* humanities
* liberal arts
* cultural studies"
22988,"Govt. Degree College, Billawar",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Science,General,2,4389278,116.0,55.0,10.0,1.0,7.0,3.0,16.0,8.0,149,67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Curiosity about the natural world
* Interest in studying scientific principles and theories
* Fascination with mathematics and problem-solving
* Desire to explore different scientific disciplines
* Aspiration to pursue a career in science-related fields
* Passion for understanding the physical world
* Appreciation for the role of science in society
* Curiosity about the latest scientific discoveries and advancements
* Desire to contribute to scientific knowledge and understanding
* Interest in working in a laboratory setting"
48378,"Babu Jagjivan Ram Memorial College, Chopa",2015,,,Under Graduate,17,B.Ed.-Bachelor of Education,12,Education,EDUCATION,Self Financing,2,4389928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Passion for teaching and education
* Desire to make a positive impact on students' lives
* Interest in child development and learning theories
* Enjoyment of working with children and young people
* Excellent communication and interpersonal skills
* Ability to create and maintain a positive learning environment
* Commitment to lifelong learning and professional development
* Interest in educational research and evidence-based practices
* Desire to stay abreast of current educational trends and technologies"
36652,Sri Atam Vallabh Jain Girls College,2015,,,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,Commerce,Self Financing,3,4390366,85.0,85.0,11.0,11.0,0.0,0.0,39.0,39.0,135,135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Mathematics and analytical skills
* Interest in finance, accounting, and economics
* Ambition to pursue a career in business or finance
* Desire to start their own business
* Analytical and problem-solving abilities
* Interest in the global economy and business environment
* Aptitude for working with numbers and data
* Strong communication and presentation skills
* Passion for understanding the fundamentals of business operations"
6241,Dumkal Institute of Engineering and Technology 131,2015,,,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,CSE,Self Financing,4,4391713,21.0,4.0,3.0,2.0,0.0,0.0,6.0,0.0,30,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Curiosity in technology and engineering
* Interest in solving complex problems
* Aptitude for science and mathematics
* Desire to create innovative solutions
* Passion for designing and building systems
* Interest in understanding the principles behind technological advancements
* Ambition to become a professional engineer
* Desire to contribute to the field of technology
* Interesse in researching and developing new technologies
* Drive to improve the world through technology"
22986,"Govt. Degree College, Ramnagar",2015,,,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,commerce,General,1,4392341,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in business and finance
* Aptitude for accounting and taxation
* Desire to understand economic principles
* Ambition to pursue a career in banking, finance, or accounting
* Passion for entrepreneurship and business management
* Enthusiasm for learning about the global business environment
* Curiosity about the role of technology in business
* Appreciation for the importance of ethical practices in the business world"
6204,Supreme Knowledge Foundation Group of Institutions 253,2015,,,Under Graduate,36,B.Tech.-Bachelor of Technology,26,Other Engineering & Technology,AEIE,Self Financing,2,4392439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Problem-solving and analytical skills
* Mathematical abilities
* Scientific curiosity
* Interest in engineering principles
* Passion for designing and building
* Desire to create innovative solutions
* Technological advancements
* Career opportunities in various industries
* Hands-on experience and practical applications
* Research and development aspirations
* Interdisciplinary collaboration"
6333,Asansol Engineering College 108,2015,,,Under Graduate,36,B.Tech.-Bachelor of Technology,23,Mechanical Engineering,ME,Self Financing,3,4392629,,,,,,,,,138,26,1.0,,,,,,,,,0,0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,"* Interest in engineering concepts and principles
* Passion for problem-solving and critical thinking
* Desire to design, develop, and implement technological solutions
* Curiosity about how things work
* Aptitude for mathematics, physics, and chemistry
* Enjoyment in working with computers and software
* Interest in innovation and creativity
* Desire to make an impact on the world through technology
* Aspiration to pursue a career in engineering, research, or academia"
29333,"DAV College, Malout",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Science,General,3,4392817,63.0,33.0,5.0,2.0,0.0,0.0,3.0,1.0,71,36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Biology
* Chemistry
* Physics
* Mathematics
* Computer Science
* Environmental Science
* Earth Science
* Food Science
* Nutrition
* Marine Biology
* Astronomy"
41908,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Arts,Commerce & Science College, Ahmednagar 414001",2015,,,Under Graduate,46,B.C.A.-Bachelor of Computer Applications,183,Computer Application,COMMERCE,General,2,4395016,72.0,36.0,21.0,7.0,2.0,1.0,19.0,4.0,114,48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in computer technology
* Passion for software development
* Aptitude for problem-solving
* Desire to work in the IT industry
* Curiosity about emerging technologies
* Interest in data analysis and visualization
* Desire to create innovative digital solutions
* Passion for web design and development
* Interest in mobile application development
* Interest in cloud computing and AI"
47805,KONKAN MUSLIM EDUCATION SOCIETYs COLLEGE OF EDUCATION,2015,,,Under Graduate,17,B.Ed.-Bachelor of Education,12,Education,"Urdu, English, Hindi, Marathi, Geography, History, Maths, Science, Commerce, Economics.",General,1,4395668,66.0,65.0,0.0,0.0,0.0,0.0,1.0,1.0,67,66,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,63.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,64.0,63.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,"* Love of teaching
* Desire to make a difference in the lives of children
* Passion for education and learning
* Strong communication and interpersonal skills
* Ability to motivate and inspire students
* Understanding of child development and psychology
* Interest in educational theory and practice
* Commitment to social justice and equity in education
* Belief in the power of education to transform lives
* Aspiration to become a highly effective and impactful educator"
21123,"Basaveshwara College of Education, 14th Main, Vijayanagar, Bangalore-40(N)",2015,,,Under Graduate,17,B.Ed.-Bachelor of Education,12,Education,EDUCATION,Self Financing,1,4396635,41.0,34.0,12.0,11.0,3.0,1.0,44.0,29.0,100,75,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,,"* Desire to teach and make a difference in the lives of students
* Passion for education and the learning process
* Interest in curriculum development and education policy
* Commitment to fostering inclusive and equitable learning environments
* Enthusiasm for collaborating with students, parents, and colleagues
* Motivation to stay updated on the latest teaching practices and research
* Aptitude for understanding child development and psychology
* Ability to communicate effectively and inspire others
* Aspiration to create and maintain positive learning experiences
* Interest in addressing educational challenges and improving student outcomes"
6265,Mallabhum Institute of Technology 158,2015,,COMPUTER SCIENCE AND ENGINEERING,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,C.S.E,General,1,4396835,9.0,4.0,1.0,1.0,0.0,0.0,7.0,3.0,17,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Problem-solving and analytical skills
* Interest in science, technology, engineering, and mathematics (STEM)
* Desire to create innovative solutions
* Passion for building and designing systems
* Curiosity about how things work
* Strong academic performance in STEM subjects
* Aptitude for teamwork and collaboration
* Interest in hands-on projects and experiments
* Aspiration to make a positive impact on the world
* Desire for a high-paying career in the technology industry"
10903,"Udala College, Udala",2015,,,Under Graduate,176,B.A.(Hons)-Bachelor of Arts (Honors),44,Odiya,Odia,General,2,4397056,2.0,1.0,1.0,0.0,13.0,9.0,0.0,0.0,16,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Sociology
* Psychology
* Political Science
* Economics
* Anthropology
* Art History
* Music
* Theatre
* International Relations
* Environmental Studies
* Communications
* Foreign Language"
1358,"PES Institute of Technology & Management, SHIVAMOGA",2015,,,Under Graduate,50,B.E.-Bachelor of Engineering,17,Computer Engineering,Computer Science,Self Financing,1,4398664,22.0,13.0,6.0,6.0,2.0,2.0,77.0,51.0,107,72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Aptitude in mathematics and science
* Interest in solving technical problems
* Fascination with designing and building
* Desire to create innovative solutions
* Passion for understanding how things work
* Ambition to work in the engineering field
* Appreciation for environmental responsibility
* Curiosity about the latest engineering technologies"
41349,"Gokhale Education Societys R.N.C.Arts, J.D.B.Commerce and N.S.C.Science College, Nashik Road, Nashik 422101",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,95,Computer Science,Science,Self Financing,3,4398988,15.0,6.0,7.0,4.0,4.0,2.0,10.0,8.0,36,20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,"* Curiosity about the natural world
* Interest in scientific principles and theories
* Desire to understand complex systems
* Fascination with the human body and health
* Aspiration to work in a science-related field
* Interest in research and experimentation
* Desire to solve real-world problems using science
* Passion for discovery and innovation
* Appreciation for the importance of science in society
* Interest in environmental issues and sustainability"
44726,Onda Thana Mahavidyalaya,2015,,,Under Graduate,176,B.A.(Hons)-Bachelor of Arts (Honors),12,Education,EDUCATION,General,3,4399214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* History
* Literature
* Political science
* Psychology
* Sociology
* Anthropology
* Economics
* Philosophy
* Geography
* Linguistics"
38801,"Shri Adinath Commerce Evening College, Alwar",2015,,,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,COMMERCE,Self Financing,1,4399977,59.0,5.0,6.0,0.0,0.0,0.0,42.0,4.0,107,9,,,,,,,,,,0,0,1.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,"* Accounting and Finance
* Business Management
* Marketing
* Economics
* Taxation
* Auditing
* Banking and Insurance
* Cost and Management Accounting
* Entrepreneurship
* Financial Markets and Investment"
7456,"Shri Shivaji College, Murud, Tq. Latur",2015,,,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,COMMARCE,General,3,4400117,26.0,10.0,2.0,1.0,0.0,0.0,3.0,1.0,31,12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Business Management
* Finance and Accounting
* Taxation
* Marketing
* Economics
* Business Law
* Statistics
* Auditing
* Entrepreneurship
* Banking and Insurance
* Capital Market"
6238,Haldia Institute of Technology 103,2015,,,Under Graduate,36,B.Tech.-Bachelor of Technology,16,Civil Engineering,Civil Engineering,Self Financing,3,4400440,99.0,1.0,22.0,1.0,3.0,0.0,0.0,0.0,124,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Creating technological solutions to real-world problems
* Designing and constructing complex systems
* Understanding the principles of engineering and technology
* Building and maintaining infrastructure
* Advancing scientific knowledge through research and development
* Using technology to improve society
* Innovating new products and services
* Solving engineering challenges
* Managing technological projects
* Leading teams of engineers"
47474,"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, KANGRA",2015,,,Under Graduate,178,B.F.Tech.-Bachelor of Fashion Technology,27,Fashion Technology,Fashion Technology,General,4,4400818,18.0,9.0,5.0,1.0,1.0,0.0,10.0,4.0,34,14,,,,,,,,,,0,0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,3.0,"* Affinity for creativity and design
* Passion for fashion and trends
* Keen eye for aesthetics and color
* Understanding of fabrics, textiles, and fashion materials
* Interest in clothing construction and pattern making
* Desire to explore the business and marketing aspects of fashion
* Aspiration to pursue a career in the fashion industry"
36896,"Marudhar Mahila Vidhyapeeth College, Pallu",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,"Sanskrit, Hindi-Lit, Geography, Pol. Sci., History, English-Lit",Self Financing,3,4400948,12.0,12.0,11.0,11.0,1.0,1.0,78.0,78.0,102,102,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.0,"* Literature and Creative Writing
* History and Anthropology
* Archaeology and Egyptology
* Philosophy and Ethics
* Sociology and Psychology
* Art History and Criticism
* Music Theory and Performance
* Theater and Drama
* Gender and Women's Studies
* Linguistics and Languages
* Cultural Studies and International Relations
* Environmental and Sustainability Studies
* Religious Studies and Comparative Religion"
1398,"B N M Institute of Technology, BANGALORE",2015,,,Under Graduate,50,B.E.-Bachelor of Engineering,20,Electronics Engineering,ECE,Self Financing,1,4401621,94.0,35.0,9.0,4.0,2.0,0.0,18.0,10.0,123,49,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Curiosity about the design and construction of structures, machines, and systems
* Passion for problem-solving and innovation
* Interest in math, physics, and engineering principles
* Desire to apply technical knowledge to practical applications
* Ambition to pursue a career in engineering or a related field
* Interest in sustainability and environmental engineering
* Fascination with robotics, automation, or artificial intelligence
* Aspiration to explore different engineering disciplines
* Enthusiasm for teamwork and collaboration
* Motivation to make a positive impact on society"
35390,"Govt. Degree College for Women Sopore, Kashmir",2015,,,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,Science,General,1,4401689,42.0,42.0,0.0,0.0,0.0,0.0,9.0,9.0,51,51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Science and technology
* Mathematics and physics
* Chemistry and biology
* Geology and environmental science
* Computer science and information technology
* Medicine and health sciences
* Engineering and architecture
* Agriculture and biotechnology
* Business and economics"
20047,"Adarsh Sangved Sanskrit Mahavidyalaya, Imaliya Gurudayal Ganj Baraganv",2015,,,Under Graduate,161,Shastri-Shastri,80,Oriental Learning,ART,General,3,4401696,30.0,16.0,1.0,1.0,0.0,0.0,16.0,5.0,47,22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in religious studies
* Passion for ancient Indian scriptures
* Desire to understand Sanskrit language and literature
* Aspiration to become a priest or theologian
* Curiosity about Hindu philosophy and rituals
* Interest in traditional Indian values and culture
* Passion for Vedic literature
* Interest in Indian history and civilization"
19978,"Shri Manav Jeevan Sudhar Brahmacharya Sanskrit Mahavidyalaya, Dalmau",2015,,,Under Graduate,161,Shastri-Shastri,80,Oriental Learning,SANSKRIT,General,2,4401936,8.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,15,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Interest in ancient Indian languages and literature
* Passion for Sanskrit and its rich heritage
* Desire to study and preserve Vedic scriptures
* Aspiration to become a priest or religious leader
* Interest in linguistics and philology
* Love for Indian culture and tradition
* Curiosity about the origins and development of Indian civilization
* Desire to contribute to the preservation and advancement of Sanskrit scholarship
* Appreciation for the spiritual and philosophical teachings of ancient India
* Interest in exploring the connections between Sanskrit and other languages"
49754,"DAYASHANKAR JAGDISH BAHADUR MAHILA MAHAVIDHYALAY, LOHANGI",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,3,4402793,98.0,98.0,52.0,52.0,0.0,0.0,102.0,102.0,252,252,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Literature
* History
* Philosophy
* Sociology
* Anthropology
* Languages
* Fine Arts
* Music
* Theatre
* Creative Writing
* Humanities
* Social Sciences"
48897,"BHAGWAN DEEN YADAV MAHAVIDHYALAYA,HARAKHPUR",2015,,,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,Self Financing,1,4403071,44.0,23.0,73.0,19.0,1.0,0.0,411.0,162.0,529,204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"* Love of literature, language, and the arts
* Passion for history, culture, and society
* Interest in philosophy, psychology, and human behavior
* Desire to understand current events and global issues
* Appreciation for creativity, self-expression, and critical thinking
* Aspiration to work in fields such as writing, journalism, education, or the arts
* Desire to develop strong communication, analytical, and research skills
* Interest in understanding human civilization, history, and cultural diversity
* Passion for exploring the human experience through literature, art, and music
* Aspiration to pursue higher education in fields such as law, politics, or international relations"
