Course,Name,City,State,Rank,Type,Website,passion_interest
14. Bachelor of Science (B.Sc) in Mathematics,Graphic Era University,Dehradun,Uttarakhand,89,Private,https://www.graphicera.ac.in/,"* Mathematics
* Data Analysis
* Statistics
* Computer Programming
* Problem-Solving"
1. Bachelor of Technology (B.Tech) in Computer Science and Engineering,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Coding
* Technology
* Innovation
* Problem-solving
* Software development"
2. Bachelor of Technology (B.Tech) in Electrical Engineering,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Electronics
* Energy
* Robotics
* Automation
* Computing"
3. Bachelor of Technology (B.Tech) in Electronics and Communication Engineering,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Communication
* Electronics
* Technology
* Research
* Innovation"
4. Bachelor of Technology (B.Tech) in Information Technology,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Technology
* Computers
* Coding
* Software
* Data"
5. Bachelor of Technology (B.Tech) in Mechanical Engineering,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Design
* Analysis
* Manufacturing
* Automation
* Robotics"
6. Bachelor of Technology (B.Tech) in Civil Engineering,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Infrastructure
* Design
* Construction
* Sustainability
* Problem-solving"
7. Bachelor of Technology (B.Tech) in Chemical Engineering,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Chemical processes
* Manufacturing
* Energy
* Environment
* Healthcare"
8. Bachelor of Technology (B.Tech) in Biotechnology,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Biotechnology
* Research
* Innovation
* Healthcare
* Industry"
9. Bachelor of Architecture (B.Arch),National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* **Design**
* **Creativity**
* **Problem-Solving**
* **Technology**
* **Sustainability**"
10. Bachelor of Science (B.Sc) in Mathematics,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Problem-solving
* Logic
* Analytical thinking
* Data analysis
* Modelling"
11. Bachelor of Science (B.Sc) in Physics,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Astronomy
* Quantum Mechanics
* Nuclear Physics
* Astrophysics
* Optics"
12. Bachelor of Science (B.Sc) in Chemistry,National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Chemistry
* Science
* Research
* Medicine
* Education"
13. Bachelor of Computer Applications (BCA),National Institute of Technology Durgapur,Durgapur,West Bengal,90,Central,https://www.nitdgp.ac.in/,"* Programming
* Software development
* Web design
* Database management
* Networking"
1. Bachelor of Technology (B.Tech) in Aerospace Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Aviation
* Space exploration
* Aerodynamics
* Propulsion
* Flight control"
2. Bachelor of Technology (B.Tech) in Biochemical Engineering and Biotechnology,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"**Biochemical Engineering**
* Genetic engineering
* Bioprocess engineering
* Tissue engineering
* Metabolic engineering
* Bioremediation

**Biotechnology**
* Molecular biology
* Immunology
* Microbiology
* Genetic engineering
* Biopharmaceuticals"
3. Bachelor of Technology (B.Tech) in Chemical Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Chemistry
* Engineering
* Math
* Science
* Industry"
4. Bachelor of Technology (B.Tech) in Civil Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Infrastructure
* Design
* Construction
* Environment
* Management"
5. Bachelor of Technology (B.Tech) in Computer Science and Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Problem-solving
* Programming
* Technology
* Innovation
* Career opportunities"
6. Bachelor of Technology (B.Tech) in Earth Sciences,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Geology
* Geophysics
* Hydrology
* Oceanography
* Meteorology"
7. Bachelor of Technology (B.Tech) in Electrical Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Electricity
* Electronics
* Power
* Control systems
* Robotics"
8. Bachelor of Technology (B.Tech) in Electronics and Communication Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Technology
* Innovation
* Communication
* Electronics
* Problem-solving"
9. Bachelor of Technology (B.Tech) in Energy Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Environment
* Sustainability
* Renewable Energy
* Energy Efficiency
* Power Systems"
10. Bachelor of Technology (B.Tech) in Food Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Nutrition
* Innovation
* Sustainability
* Entrepreneurship
* Research"
11. Bachelor of Technology (B.Tech) in Mechanical Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Design
* Manufacturing
* Mechanics
* Energy
* Automation"
12. Bachelor of Technology (B.Tech) in Metallurgical and Materials Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Materials science
* Metallurgy
* Mining
* Energy
* Manufacturing"
13. Bachelor of Technology (B.Tech) in Mining Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Geology
* Mining Methods
* Blasting
* Surveying
* Mine Safety"
14. Bachelor of Technology (B.Tech) in Ocean Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Oceanography
* Coastal Engineering
* Marine Technology
* Offshore Engineering
* Renewable Energy"
15. Bachelor of Technology (B.Tech) in Polymer Science and Engineering,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,91,Central,https://www.iitbbs.ac.in/,"* Materials Science
* Polymer Chemistry
* Nanotechnology
* Biomedical Applications
* Sustainability"
1. Bachelor of Engineering in Computer Science and Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Programming
* Algorithms
* Data structures
* Software design
* Computer architecture"
2. Bachelor of Engineering in Mechanical Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Design
* Innovation
* Machines
* Problem-solving
* Technology"
3. Bachelor of Engineering in Civil Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Infrastructure
* Construction
* Design
* Sustainability
* Management"
4. Bachelor of Engineering in Electrical and Electronics Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Electronics
* Circuits
* Power
* Communication
* Control"
5. Bachelor of Engineering in Electronics and Communication Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Electronics
* Communications
* Signals
* Systems
* Technology"
6. Bachelor of Engineering in Industrial and Production Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Automation
* Manufacturing
* Optimization
* Data analysis
* Operations management"
7. Bachelor of Engineering in Information Science and Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Algorithms
* Data Structures
* Machine Learning
* Software Engineering
* Cloud Computing"
8. Bachelor of Engineering in Aerospace Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Flight
* Space
* Rocketry
* Aerodynamics
* Avionics"
9. Bachelor of Engineering in Biomedical Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Healthcare
* Technology
* Innovation
* Problem-solving
* Research"
10. Bachelor of Engineering in Chemical Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Industry
* Manufacturing
* Chemistry
* Environment
* Energy"
11. Bachelor of Engineering in Civil and Infrastructure Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Construction
* Design
* Infrastructure
* Sustainability
* Project Management"
12. Bachelor of Engineering in Electrical and Computer Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Circuits
* Electronics
* Computers
* Software
* Robotics"
13. Bachelor of Engineering in Electronics and Computer Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Electronics
* Computers
* Technology
* Innovation
* Robotics"
14. Bachelor of Engineering in Industrial Engineering and Management,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Operations research
* Manufacturing
* Data analysis
* Engineering management
* Supply chain management"
15. Bachelor of Engineering in Instrumentation and Control Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Automation
* Control Systems
* Electronics
* Instrumentation
* Robotics"
16. Bachelor of Engineering in Manufacturing Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Innovation
* Production
* Design
* Automation
* Quality"
17. Bachelor of Engineering in Mechatronics Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Robotics
* Automation
* Control Systems
* Mechatronics
* Electronics"
18. Bachelor of Engineering in Mining Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Geology
* Mining
* Minerals
* Exploration
* Infrastructure"
19. Bachelor of Engineering in Polymer Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* **Polymer Chemistry**
* **Materials Science**
* **Polymer Processing**
* **Polymer Design**
* **Polymer Applications**"
20. Bachelor of Engineering in Printing and Media Technology,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Printing
* Media
* Technology
* Communication
* Design"
21. Bachelor of Engineering in Textile Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Design
* Material
* Sustainability
* Technology
* Innovation"
22. Bachelor of Engineering in Water Resources Engineering,Visvesvaraya Technological University,Belgaum,Karnataka,92,State,https://vtu.ac.in/,"* Water resources management
* Hydrology
* Hydraulics
* Environmental engineering
* Water quality"
1. B.Sc. (Hons.) Agriculture,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Biology
* Microbiology
* Botany
* Zoology
* Biochemistry"
2. B.Sc. (Hons.) Horticulture,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Science
* Research
* Medicine
* Education
* Technology"
3. B.Sc. (Hons.) Agricultural Economics,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Mathematics
* Physics
* Chemistry
* Biology
* Zoology"
5. B.Sc. (Hons.) Food Science and Nutrition,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Biology
* Chemistry
* Zoology
* Botany
* Physics"
6. B.Sc. (Hons.) Agroforestry and Silviculture,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Botany
* Zoology
* Microbiology
* Biochemistry
* Physics"
7. B.Sc. (Hons.) Climate Change and Natural Resource Management,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Science
* Biology
* Physics
* Chemistry
* Mathematics"
8. B.Tech. (Hons.) Agricultural Engineering,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Technology
* Innovation
* Science
* Problem-solving
* Research"
9. B.Tech. (Hons.) Food Technology,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Technology
* Innovation
* Problem-solving
* Design
* Research"
10. B.Tech. (Hons.) Renewable Energy Engineering,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,93,State,https://www.tnau.ac.in/,"* Programming
* Engineering
* Technology
* Innovation
* Problem-solving"
1. Bachelor of Arts (BA),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* History
* Humanities
* Literature
* Philosophy
* Psychology"
2. Bachelor of Commerce (B.Com.),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* Business
* Finance
* Accounting
* Economics
* Marketing"
3. Bachelor of Business Administration (BBA),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* Business
* Management
* Finance
* Marketing
* Analytics"
4. Bachelor of Computer Applications (BCA),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* IT
* Software
* Programming
* Technology
* Data"
5. Bachelor of Education (B.Ed.),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* *Teaching*
* *Learning* 
* *Education* 
* *Mentoring* 
* *Social change*"
6. Bachelor of Elementary Education (B.El.Ed.),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* Children
* Teaching
* Education
* Learning
* Curriculum"
7. Bachelor of Library and Information Science (BLIS),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* Reading
* Information
* Organization
* Research
* Technology"
8. Bachelor of Physical Education (B.P.Ed.),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* Sports
* Fitness
* Health
* Teaching
* Coaching"
10. Bachelor of Social Work (BSW),Madurai Kamaraj University,Madurai,Tamil Nadu,94,State,https://www.mkuniversity.org/,"* Advocacy
* Social justice
* Mental health
* Community development
* Child welfare"
37. B.Voc - Bachelor of Vocation,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,98,Private,https://www.sriramachandra.edu.in/,"* Automotive
* Banking
* Healthcare
* IT
* Tourism"
38. B.Voc (Automotive Engineering) - Bachelor of Vocation in Automotive Engineering,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,98,Private,https://www.sriramachandra.edu.in/,"* Cars
* Engines
* Mechanics
* Technology
* Design"
39. B.Voc (Biotechnology) - Bachelor of Vocation in Biotechnology,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,98,Private,https://www.sriramachandra.edu.in/,"* Biotechnology
* Healthcare
* Research
* Industry
* Innovation"
40. B.Voc (Computer Science and Engineering) - Bachelor of Vocation in Computer Science and Engineering,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,98,Private,https://www.sriramachandra.edu.in/,"* Technology
* Programming
* Design
* Innovation
* Software"
41. B.Voc (Electrical and Electronics Engineering) - Bachelor of Vocation in Electrical and Electronics Engineering,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,98,Private,https://www.sriramachandra.edu.in/,"* **Technology**
* **Electronics**
* **Robotics**
* **Electricals**
* **Automation**"
42. B.Voc (Fashion Design and Technology) - Bachelor of Vocation in Fashion Design and Technology,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,98,Private,https://www.sriramachandra.edu.in/,"* Fashion
* Creativity
* Design
* Textiles
* Technology"
43. B.Voc (Hotel Management) - Bachelor of Vocation in Hotel Management,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,98,Private,https://www.sriramachandra.edu.in/,"* Food
* Hospitality
* Travel
* Business
* Luxury"
44. B.Voc (Interior Design and Decoration) - Bachelor of Vocation in Interior Design and Decoration,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,98,Private,https://www.sriramachandra.edu.in/,"* Creativity
* Aesthetics
* Space planning
* Color theory
* Materials"
1. Bachelor of Arts (B.A.),Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Literature
* History
* Philosophy
* Sociology
* Anthropology"
2. Bachelor of Arts (Honours) in English,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"- *Literature*
- *Writing*
- *History*
- *Culture*
- *Philosophy*"
3. Bachelor of Arts (Honours) in History,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* History
* Culture
* Heritage
* Politics
* Archaeology"
4. Bachelor of Arts (Honours) in Political Science,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Politics
* Government
* Law
* History
* Public policy"
5. Bachelor of Arts (Honours) in Sociology,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Inequality
* Immigration
* Gender
* Race
* Culture"
6. Bachelor of Arts (Honours) in Psychology,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Child development
* Mental health
* Social behaviour
* Cognition
* Education"
7. Bachelor of Arts (Honours) in Economics,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Policymaking
* Finance
* Data Analysis
* Development
* Research"
8. Bachelor of Commerce (B.Com.),Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Accounting
* Finance
* Marketing
* Management
* International Business"
9. Bachelor of Commerce (Honours) in Accounting and Finance,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Accounting
* Finance
* Economics
* Business
* Data Analysis"
10. Bachelor of Commerce (Honours) in Banking and Insurance,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Banking
* Finance
* Insurance
* Investments
* Risk management"
11. Bachelor of Commerce (Honours) in International Business,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* International relations
* Global economics
* Business development
* Cross-cultural communication
* Market analysis"
12. Bachelor of Business Administration (BBA),Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Business
* Finance
* Marketing
* Management
* Entrepreneurship"
13. Bachelor of Business Administration (Honours) in Finance,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Investments
* Finance
* Banking
* Accounting
* Economics"
14. Bachelor of Business Administration (Honours) in Human Resources,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Management
* Psychology
* Economics
* Data Analysis
* Communication"
15. Bachelor of Business Administration (Honours) in International Business,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Travel
* Cultures
* Business
* Finance
* Marketing"
16. Bachelor of Business Administration (Honours) in Marketing,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Marketing
* Advertising
* Brand Management
* Consumer Behavior
* Market Research"
17. Bachelor of Computer Applications (BCA),Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Software Development
* Web Development
* Programming
* Databases
* Networking"
19. Bachelor of Computer Applications (Honours) in Data Science,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Programming
* Data analysis
* Statistics
* Information security
* Cloud computing"
20. Bachelor of Computer Applications (Honours) in Mobile Application Development,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Mobile technology
* Programming
* App development
* Entrepreneurship
* User experience"
21. Bachelor of Science (B.Sc.),Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"**Bachelor of Science (B.Sc.)**

* Chemistry
* Physics
* Mathematics
* Biology
* Computer Science"
22. Bachelor of Science (Honours) in Biotechnology,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Biology
* Chemistry
* Medicine
* Research
* Healthcare"
23. Bachelor of Science (Honours) in Chemistry,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Research
* Chemistry
* Innovation
* Science
* Education"
24. Bachelor of Science (Honours) in Environmental Science,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Conservation
* Ecology
* Sustainability
* Pollution
* Environmental assessment"
25. Bachelor of Science (Honours) in Mathematics,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Problem-solving
* Logic
* Curiosity
* Analysis
* Data science"
26. Bachelor of Science (Honours) in Physics,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Mathematics
* Physics
* Problem Solving
* Astronomy
* Engineering"
27. Bachelor of Science (Honours) in Zoology,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Animals
* Conservation
* Ecology
* Evolution
* Genetics"
28. Bachelor in Fashion Design,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Aesthetics
* Creativity
* Fashion
* Design
* Trends"
29. Bachelor in Interior Design,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Aesthetics
* Creativity
* Space planning
* Color theory
* Textiles"
30. Bachelor in Visual Communication,Christ University,Bengaluru,Karnataka,100,Private,https://christuniversity.in/,"* Design
* Art
* Creativity
* Communication
* Storytelling"
1. B.Pharm (Bachelor of Pharmacy),SVKM'S Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,38,Private,https://www.svkm.ac.in/pharmacy/,"* Chemistry
* Biology
* Medicine
* Pharmacology
* Healthcare"
1. Bachelor of Pharmacy (B.Pharm),"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Chemistry
* Biology
* Pharmacy
* Healthcare
* Science"
2. Bachelor of Science (B.Sc.) in Pharmacology,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Medicine
* Research
* Pharmacy
* Healthcare
* Science"
3. Bachelor of Science (B.Sc.) in Biotechnology,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Biology
* Chemistry
* Math
* Science
* Technology"
4. Bachelor of Science (B.Sc.) in Microbiology,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Immunology
* Epidemiology
* Virology
* Bacteriology
* Mycology"
5. Bachelor of Science (B.Sc.) in Biochemistry,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Research
* Healthcare
* Medicine
* Science
* Biotechnology"
6. Bachelor of Science (B.Sc.) in Bioinformatics,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Biology
* Computers
* Data science
* Mathematics
* Medicine"
7. Bachelor of Science (B.Sc.) in Chemistry,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Research
* Academia
* Medicine
* Industry
* Chemical engineering"
8. Bachelor of Science (B.Sc.) in Mathematics,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Problem solving
* Data analysis
* Modeling
* Computing
* Teaching"
9. Bachelor of Science (B.Sc.) in Physics,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Curiosity
* Research
* Technology
* Astronomy
* Math"
10. Bachelor of Arts (B.A.) in English,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Literature
* Writing
* Journalism
* Teaching
* Communication"
11. Bachelor of Arts (B.A.) in Economics,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Economics
* Finance
* Business
* Policy
* Development"
12. Bachelor of Arts (B.A.) in History,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* History
* Culture
* Writing
* Research
* Education"
13. Bachelor of Arts (B.A.) in Political Science,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Politics
* Government
* Law
* Public Policy
* Diplomacy"
14. Bachelor of Arts (B.A.) in Sociology,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Inequality
* Social change
* Culture
* Deviance
* Family"
15. Bachelor of Arts (B.A.) in Psychology,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Understanding
* Mental Health
* Behavior
* Cognition
* Research"
16. Bachelor of Commerce (B.Com.),"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Accounting
* Finance
* Economics
* Taxation
* Business Management"
17. Bachelor of Business Administration (B.B.A.),"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"* Finance
* Marketing
* Management
* Entrepreneurship
* Accounting"
18. Bachelor of Computer Applications (B.C.A.),"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,39,Private,,"*Â Programming
*Â Technology
*Â Applications
*Â Software
*Â Internet"
1. Bachelor of Arts (B.A.),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"*Literature
*History
*Philosophy
*Languages
*Arts"
2. Bachelor of Commerce (B.Com.),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Accounting
* Finance
* Taxation
* Marketing
* Management"
3. Bachelor of Science (B.Sc.),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Computer science"
4. Bachelor of Business Administration (BBA),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Business
* Finance
* Management
* Marketing
* Entrepreneurship"
5. Bachelor of Computer Applications (BCA),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Software
* Programming
* Technology
* Computers
* Web development"
6. Bachelor of Journalism and Mass Communication (BJMC),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Writing
* Communication
* Media
* Storytelling
* Journalism"
7. Bachelor of Library and Information Science (BLIS),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Reading
* Learning
* Organization
* Technology
* Communication"
8. Bachelor of Physical Education (B.P.Ed.),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Sports
* Fitness
* Health
* Teaching
* Coaching"
9. Bachelor of Education (B.Ed.),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Teaching
* Education
* Children
* Development
* Learning"
10. Bachelor of Fine Arts (B.F.A.),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Painting
* Drawing
* Sculpture
* Photography
* Graphic Design"
11. Bachelor of Fashion Design (B.F.D.),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Aesthetics
* Creativity
* Fashion
* Design
* Textiles"
12. Bachelor of Interior Design (B.I.D.),Punjabi University,Patiala,Punjab,40,State,https://punjabiuniversity.ac.in/,"* Aesthetics
* Creativity
* Space
* Design
* Function"
1. B.Tech Biotechnology,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"-  *Science*
-  *Chemistry*
-  *Biology*
-  *Technology*
-  *Innovation*"
2. B.Sc Biotechnology,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Medical Microbiology
* Food Technology
* Plant Tissue Culture
* Stem Cell Research
* Genetic Engineering"
3. BBA,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,Private,https://www.shooliniuniversity.com/,"* Entrepreneurship
* Management
* Finance
* Marketing
* Accounting"
